,nm,Ref-0,Ref-5,Ref-10,Ref-15,Ref-20,Ref-45,Ref-50,Ref-55,Ref-60
159,459.0,2.13324132902622,2.13355887147262,2.1360104231745,2.14449713160879,2.16397169980071,3.0890604420146897,3.80172365783453,4.9920133229075,6.974148806090461
160,460.0,2.13241944873444,2.13271809321492,2.13508060075901,2.14356076087094,2.16315524329729,3.0873831596679,3.80067103631682,4.98658969809105,6.968135068815851
161,461.0,2.13205208325013,2.13224823018535,2.13438753282725,2.14276468283496,2.1622770547769896,3.08848227146845,3.79823891724739,4.9940090045269505,6.970839522594679
162,462.0,2.12885281231217,2.12998022308796,2.13347086424827,2.14180637919455,2.16132990663759,3.08629799713874,3.79592320724865,4.9869415395152705,6.964602264288999
163,463.0,2.1279598595604297,2.12908898446783,2.132692304416,2.14095989965721,2.1604188915174403,3.0843803095096702,3.79837167394226,4.9858817656525405,6.96399847864341
164,464.0,2.12745357074737,2.12847727086432,2.13198060575425,2.14012626487389,2.15954588682428,3.08340942894509,3.7980524833074703,4.98569736560294,6.96982844447214
165,465.0,2.1260555568806803,2.12701475313305,2.13061996717453,2.13913319703638,2.15865284786336,3.0839080886322,3.79452401131698,4.98155838937191,6.96725118021983
166,466.0,2.12553746097087,2.12632392466962,2.1296717119529798,2.13828596927933,2.15789094645231,3.0837015628727102,3.79330637164087,4.9855389289557,6.9627212400447505
167,467.0,2.12471023869402,2.12547196385376,2.1287454455349497,2.13731316486261,2.15697545350268,3.0812380178527903,3.7976878539848102,4.98198622277844,6.953095623332441
168,468.0,2.1243353391524398,2.12498200154416,2.1280359016485497,2.1365419391483,2.15614175582937,3.0833528175477802,3.79015375349894,4.98261393752833,6.95507769141746
169,469.0,2.1241571965854598,2.12471934117674,2.1275537300839997,2.13580856871157,2.1554090475119603,3.0792187163148,3.78848377397516,4.98184670864744,6.95812678661886
170,470.0,2.1238569550395,2.12435412941612,2.12701499524079,2.13510243384651,2.15446614410057,3.0764215267933896,3.7877326112350405,4.9792019258297,6.9527377028322705
