nm, %R
568.000000, 10.378566
567.000000, 10.383021
566.000000, 10.385555
565.000000, 10.379049
564.000000, 10.388401
563.000000, 10.389438
562.000000, 10.378853
561.000000, 10.386911
560.000000, 10.361940
559.000000, 10.362868
558.000000, 10.354979
557.000000, 10.360190
556.000000, 10.369023
555.000000, 10.364978
554.000000, 10.380342
553.000000, 10.378925
552.000000, 10.372822
551.000000, 10.389368
550.000000, 10.396673
549.000000, 10.381691
548.000000, 10.397733
547.000000, 10.399546
546.000000, 10.401289
545.000000, 10.403138
544.000000, 10.407116
543.000000, 10.425006
542.000000, 10.425440
541.000000, 10.417058
540.000000, 10.424781
539.000000, 10.431061
538.000000, 10.441292
537.000000, 10.446660
536.000000, 10.450933
535.000000, 10.450679
534.000000, 10.456435
533.000000, 10.480014
532.000000, 10.482229
531.000000, 10.487866
530.000000, 10.495581
529.000000, 10.495379
528.000000, 10.504083
527.000000, 10.503882
526.000000, 10.514465
525.000000, 10.525516
524.000000, 10.543564
523.000000, 10.551045
522.000000, 10.557872
521.000000, 10.571391
520.000000, 10.578091
519.000000, 10.596311
518.000000, 10.605329
517.000000, 10.614951
516.000000, 10.635235
515.000000, 10.649389
514.000000, 10.654941
513.000000, 10.670628
512.000000, 10.693193
511.000000, 10.706012
510.000000, 10.723060
509.000000, 10.740182
508.000000, 10.756219
507.000000, 10.774882
506.000000, 10.800156
505.000000, 10.817065
504.000000, 10.828740
503.000000, 10.837236
502.000000, 10.866848
501.000000, 10.884102
500.000000, 10.868659
499.000000, 10.878197
498.000000, 10.865871
497.000000, 10.883120
496.000000, 10.882404
495.000000, 10.880272
494.000000, 10.863965
493.000000, 10.861817
492.000000, 10.852573
491.000000, 10.848443
490.000000, 10.841822
489.000000, 10.837281
488.000000, 10.849931
487.000000, 10.846511
486.000000, 10.837257
485.000000, 10.837999
484.000000, 10.839755
483.000000, 10.820825
482.000000, 10.817117
481.000000, 10.827154
480.000000, 10.848633
479.000000, 10.888052
478.000000, 10.906464
477.000000, 10.911141
476.000000, 10.923726
475.000000, 10.933551
474.000000, 10.959759
473.000000, 10.970713
472.000000, 10.972859
471.000000, 10.984459
470.000000, 10.995076
469.000000, 11.003567
468.000000, 11.019757
467.000000, 11.036034
466.000000, 11.038889
465.000000, 11.051865
464.000000, 11.077663
463.000000, 11.089339
462.000000, 11.090699
461.000000, 11.092411
460.000000, 11.094923
459.000000, 11.114955
458.000000, 11.129501
457.000000, 11.130708
456.000000, 11.130805
455.000000, 11.141632
454.000000, 11.153105
453.000000, 11.170858
452.000000, 11.174650
451.000000, 11.169198
450.000000, 11.180324
449.000000, 11.186568
448.000000, 11.188127
447.000000, 11.203467
446.000000, 11.198794
445.000000, 11.191189
444.000000, 11.177708
443.000000, 11.182745
442.000000, 11.204529
441.000000, 11.251875
440.000000, 11.292640
439.000000, 11.273257
438.000000, 11.281388
437.000000, 11.316452
436.000000, 11.328798
435.000000, 11.364327
434.000000, 11.386024
433.000000, 11.389114
432.000000, 11.391452
431.000000, 11.395718
430.000000, 11.413366
429.000000, 11.430273
428.000000, 11.452523
427.000000, 11.474226
426.000000, 11.478361
425.000000, 11.471582
424.000000, 11.489450
423.000000, 11.491326
422.000000, 11.490599
421.000000, 11.506257
420.000000, 11.531518
419.000000, 11.543489
418.000000, 11.544267
417.000000, 11.550587
416.000000, 11.556080
415.000000, 11.571383
414.000000, 11.596753
413.000000, 11.606039
412.000000, 11.629829
411.000000, 11.651132
410.000000, 11.680104
409.000000, 11.695089
408.000000, 11.724930
407.000000, 11.703844
406.000000, 11.722878
405.000000, 11.772858
404.000000, 11.802691
403.000000, 11.806805
402.000000, 11.822244
401.000000, 11.855976
400.000000, 11.889027
399.000000, 11.928187
398.000000, 11.940567
397.000000, 11.959512
396.000000, 11.966214
395.000000, 12.008646
394.000000, 12.030831
393.000000, 12.051355
392.000000, 12.049786
391.000000, 12.058737
390.000000, 12.061896
389.000000, 12.110551
388.000000, 12.137937
387.000000, 12.149426
386.000000, 12.119213
385.000000, 12.137464
384.000000, 12.156090
383.000000, 12.188698
382.000000, 12.218844
381.000000, 12.253735
380.000000, 12.290276
379.000000, 12.279229
378.000000, 11.636278
377.000000, 10.696041
376.000000, 9.767594
375.000000, 9.160014
374.000000, 9.526256
373.000000, 10.046406
372.000000, 10.609099
371.000000, 11.034807
370.000000, 11.169021
369.000000, 11.608441
368.000000, 11.990412
367.000000, 12.133049
366.000000, 12.120377
365.000000, 12.478747
364.000000, 12.587561
363.000000, 12.600662
362.000000, 12.671732
361.000000, 12.799307
360.000000, 13.024195
359.000000, 13.005767
358.000000, 13.109568
357.000000, 13.024695
356.000000, 13.151996
355.000000, 13.233694
354.000000, 13.142866
353.000000, 13.301711
352.000000, 13.383421
351.000000, 13.506158
350.000000, 13.394721
