nm, %R
364.000000, 15.333002
363.000000, 15.382552
362.000000, 15.486696
361.000000, 15.584618
360.000000, 15.617043
359.000000, 15.599201
358.000000, 15.697034
357.000000, 15.628273
356.000000, 15.731043
355.000000, 15.671698
354.000000, 15.676974
353.000000, 15.789743
352.000000, 15.809066
351.000000, 15.810058
350.000000, 15.866040
